item,body,rating
Anabasis,"A: A zinnwaldite brown discharge to the carafe with a Fisher Cat disguise, as the highlights near a Ruddy Duck tint. The stabilizing agents on the collar lack the hydrophobic polypeptides to substantiate; nonetheless, they are attuned to the design through brevity. As such, an output that has a Cassava toned neck, and a Roman Mushroom hued rim. The latticework suffers from the negative – appropriate – materials, but there’s a residue leeway using gentle agitation. This necessities at the launch, which is hastily cut inside the minute(s), as a new nuance defines the drippy – cathedral – windows 
 
S: The blend plays to the barrels with an accompany netting over the malts, while thickly layering esters atop hop sanities. Chiefly, a presence on acetates that pushes a solvent characteristic above the finer points, as they struggle – against epoxy – at the outset. Nonetheless, an oak derivative that midriffs on furfurals, which benefit the grain bill, by advancing the sweet caramel notations around Colomba di Pasqua. The road has a Rabitos Royale cusp with a cherry cordial prompt, as sultanas devise Boerenjongens. Moreover, a chord on orange blossom honey, which pursues a robust earthiness, while transmitting coniferous woodlands. This simulates treks covering Douglas Fir & Scots Pine trees, while natural Copal resins air above. Subsequently, a balmy increment to the hour, for attuning burnt sugar toffee to the skins of grapes, as the schedule concatenates on ethyl hexanoates. Namely, aniseed upon sundried apples, while the cask to malt ratio encompasses an oak plank grit on Moravian Wafers. The ventilation across the clocked periods delivers caved Moscatel congruities, which meld Raisin Marmalatas into eucalyptus shrubs. In due course, a @ > 80°F that sticks an aridness on guaiacols over beeswax, while a meerschaum presence stains vintage – vinylon – coats 
 
T: An isoamyl octanoate shadow to the deeply drawn hemicelluloses, where the oak structures pitch lipid derivatives. There is a solvent continuation, which is calmer than the odors let on, yet a paint to wood varnish – remnant – remains over the initial records. The direction incorporates Daim bars to German nougat sweets, as Vínartertas concoct. Underneath, a drawing on teakwood, by a deciduous nature, beyond vanilla agroforests. Secondly, a recognition – of the diastatic enzyme conversions – that benefits the malt saccharifications over maple crème caramels, while drawing on Peruvian coffees. There is an earthy hop poise to the residual sweetness, which lends a woodsy bite to the course. In doing so, the blend advances without choking, and furthers the development behind acetates, as tied to the cask enhancements. A development that’s constantly subjected to the °F upticks, as open air addresses the carafe, for an oxidized maturity outside the porous wood doings. In this situation, the process provokes vintage Armagnacs, where peculiar leathers top candid fruits, besides dated mink boots against flue-cured tobacco. A continuation that hints at shabby – masonry – chimneys, while phenolic compounds deliver eugenols over the charred lactone sentients 
 
M: A texture that delineates a sharp bite across barbed resins, which imbalances the kick-off. Coupled with, tannin constitutions, for elevating (& refining) dry executions against a soft glutinousness. As such, a dexterity with a sensitive viscosity through a warming decree, yet careful on the inebriant malaises, as carbonation brings a soft effervescence. The output lends a harmonic bitterness with a greenery balance, by the phased hop pillars  
 
O: Emphasizes the 26mths to 19mths with a warm barrel perceptiveness, which is slightly furthered outside the necessary transfers, considering a start that battles to make inroads. A blend that has a robust grain bill, where temperaments platform in steps, as reconciliations take place on the divergences",4.02
Anabasis,Blend 6,4.76
Anabasis,"Blend #6 - Loads of charred toffee accented by hints of nuts, raisin and chocolate. Very strong molasses notes on the back end. Great flavor across the full palate. Does not lack. Truly enjoyable experience.",4.84
Chemtrailmix - Rye Barrel,,4.59
Chemtrailmix - Rye Barrel,"Putting a little pep in your step and numbing the senses all at once, 3 Floyd's pink peppercorn and cinnamon Dark Lord variant takes this Imperial Stout to the nuclear level.... and with snacks. 
 
Jet black and pouring like ink, Chemtrailmix alerts the nose with a strong, savory and sultry blend of coffee, cocoa, whisky, spice, port wine and sherry. As the inky elixir hits the tongue, the taste is enlivened with the sweetness of brown sugar, blackstrap molasses, toffee, honey and caramel with hints of chocolate and condensed fruit. 
 
As the stout extends across the middle palate, the sweetness slowly turns to dry. A rise of espresso, baker's chocolate, roasted nuttiness and campfire char keeps the session hefty before the spices of cinnamon and peppercorn tease the palate with a gentle dry prickle. Trending warm with rye whisky and oak, the late palate trends coconut-like with vanilla, earthen grit and caramel with those savory aged port and sherry savory qualities. 
 
Full bodied, pleasantly chewy and off-cloying, Chemtrailmix finishes malty-dry, spicy and very warm. With impressions of sherry and coconut lingering in aftertaste, this calls for a long, patient and sipping session with high rewards and a surprising rate of drinkability if you can tolerate the combination of whisky and spice.",4.52
Chemtrailmix - Rye Barrel,,4.59
Chemtrailmix - Rye Barrel,,4.54
Chemtrailmix - Rye Barrel,,4.52
Chemtrailmix - Rye Barrel,,4.44
Chemtrailmix - Rye Barrel,,4.98
Chemtrailmix - Rye Barrel,,4.58
Chemtrailmix - Rye Barrel,,4.7
Chemtrailmix - Rye Barrel,,4.63
Chemtrailmix - Rye Barrel,"Pours a pure, coal black color with a sudsy dark tan head that is fairly quick to flee. The nose features the cinnamon up front and with extreme prejudice - this is bigly cinnamon. There’s also a nice spicy note from the peppercorn and some chocolate and a subtle barrel note. 
 
The barrel is more pronounced on the taste, and a perfect, spicy complement to the peppercorn flavor - and the still bigly cinnamon, which is delicious. There’s also chocolate and a surprising bit of stone fruit. There’s a LOT going on here and it’s all magnificent, IMHO. 
 
The mouthfeel is velvety and coats the mouth properly, commensurate with a beer of this magnitude. What a pleasure it is to finally experience this world class beer.",4.74
Chemtrailmix - Rye Barrel,2020 version poured from a 750ml bottle into a snifter. Heavy cinnamon on the nose and in the flavor with a mild spice. Nicely thick. A little chocolate and barrel mixed in. Happy to finally try this.,4.52
Chemtrailmix - Rye Barrel,,4.54
Chemtrailmix - Rye Barrel,"Dig the cinnamon a lot, with a unique peppery spice; supremely fudgy body that lingers; nice barrel too.",4.75
Chemtrailmix - Rye Barrel,"L. Deep brownish black with a slight light brown head  
 
S: Sweet burnt sugar. Almost a hint of molasses. Heavy “cinamonny” like cinnamon toast crunch  
 
T. Ultra sweet up front, but works and becomes balanced with the cinnamon. Can’t really get the pepper tastes besides slightly on the tongue but know it’s there for the balance. Finishes with a faint rye whiskey flavor.  
 
F. Viscous which coats the mouth. Proper thickness  
 
O. This beer is superb, well balanced overall. Much like a liquid cinnamon toast crunch and sweet cinnamon roll. Couldn’t have more than one glass. Extremely decadent",4.73
Chemtrailmix - Rye Barrel,,4.75
Chemtrailmix - Rye Barrel,,4.55
Chemtrailmix - Rye Barrel,,4.71
Chemtrailmix - Rye Barrel,,4.83
Fou' Foune,,4.66
Anabasis,"Blend #6 
 
This extremely deep and dense, absolutely American in character. Lots of charred toffee accented by hints of candied nuts, bakers chocolate, dates, and raisins up front. The finish adds intense, woody tobacco, leafy hops, light spice, earthy vanilla, and an intensely boozy exhale. I also get a pretty strong molasses note throughout Absolutely nothing subtle or subdued about this, but it's a helluva lot of fun to drink. Falls just half a tick shy of living up to the hype. Looking forward to the second glass tomorrow or the next day.",4.49
Anabasis,,4.82
Anabasis,,4.75
Fou' Foune,,4.33
Fou' Foune,,4.48
Fou' Foune,,4.63
Fou' Foune,,4.8
Fou' Foune,,4.4
Fou' Foune,"Look - hazy yellow fantastic rimming nice head 
Smell - fruity slight tart 
Taste - incredible tart fruity apricot  
Feel - medium body crisp dry light carb 
Overall- shocked how good it is!!!",4.56
Oude Fermier,,4.71
Oude Fermier,,5
Oude Fermier,,4.5
Oude Fermier,,4.99
Oude Fermier,"2020 vintage. Mostly clear yellow pour with a fat finger of eggshell white foam, spotted lacing. I went in skeptical here, but actually I must admit this is top shelf! Smell capture a myriad of oak nuances catching fruit: peach, orange, lime, white grape, and green apple as the most defined, add a hint of dandelion and must to round out. Taste takes it a step further: honestly SP's best non-fruit wild saison, if not their best saison period. Add passion fruit, pear, and a whisper of grapefruit to the fruit from the nose, oak is now toasty and bright, vinous kiss adds layers in a gentle way, floral tones are more generic compared to nose though, must and funk elevate. Feel is bright, sour, sneaky funky, oak backing is refined, and dries out well through the sip with controlled acidity dotting the palate, very dialed in.",4.68
Oude Fermier,,4.71
Oude Fermier,,4.54
Oude Fermier,,4.72
Oude Fermier,,4.75
Oude Fermier,,4.58
Oude Fermier,,4.59
Oude Fermier,,4.49
Oude Fermier,,5
Oude Fermier,,4.73
Oude Fermier,,4.67
Oude Fermier,"An enjoyable saison. 2020 Vintage, enjoyed in a tulip at a Creve Coeur, MO Courtyard. Dry oak, white wine, appropriate level of funk, but refreshing with citrus notes and the right level of sour. I've heard that this vintage wasn't as good, so definitely didn't live up to the hype, but I still found it fairly enjoyable.",4.42
Oude Fermier,,5
Oude Fermier,,4.75
Oude Fermier,,4.75
Oude Fermier,,4.5
A Deal With The Devil - Double Oak-Aged,"Anchorage Brewing’s A Deal with the Devil Double Oak-Aged Barleywine is an extraordinary beer that left a lasting impression on my taste buds. The combination of its rich double oak aging and complex flavors creates a truly remarkable experience. The aroma greets you with notes of caramel, vanilla, and subtle hints of bourbon, setting the stage for what’s to come. 
 
The taste is where this beer truly shines. The double oak aging process imparts a smoothness that is both velvety and warming. It boasts a perfect balance of malty sweetness, dark fruit flavors, and a delicate touch of oak and bourbon. As it warms up, the complexities further unfold, revealing layers of complexity that keep you intrigued throughout each sip. 
 
The mouthfeel is luxurious and full-bodied, showcasing the craftsmanship behind this beer. The finish is long-lasting, leaving a pleasant aftertaste that beckons you to take another sip. 
 
While this is certainly not an everyday beer due to its higher ABV, it is undeniably a treat worth savoring on special occasions or for those seeking an indulgent experience. Its bold flavors and well-crafted profile make it a standout among barrel-aged beers. 
 
Whether you’re an avid beer enthusiast or simply looking to try something exceptional, Anchorage Brewing’s A Deal with the Devil Double Oak is undoubtedly a top-tier choice that I highly recommend. Cheers!",4.91
A Deal With The Devil - Double Oak-Aged,,4.93
A Deal With The Devil - Double Oak-Aged,,4.6
A Deal With The Devil - Double Oak-Aged,,4.46
A Deal With The Devil - Double Oak-Aged,"2017 vintage. Dark brown black with oily appearance and a light brown bubbly collar of head. Bourbon, oak+, butterscotch, dates, mild chocolate. Thick mouthfeel and smooth light carbonation. Whale of a barleywine!",4.75
A Deal With The Devil - Double Oak-Aged,"2023-06-13 
Shared this with @FBarber in a Holiday Inn lobby on a Tuesday night. Served in plastic cups. 
 
This was delicious, monstrous and sweet, tons of vanilla and toffee. Thick and satisfying.",4.47
